id,title,vote_average,vote_count,revenue,runtime,imdb_id,original_language,overview,popularity,genres,spoken_languages,keywords
791373,Zack Snyder's Justice League,8.19,9202,0,242,tt12361974,en,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",130.69,"Action, Adventure, Fantasy",English,"saving the world, superhero, resurrection, based on comic, superhero team, planet invasion, action hero, dc extended universe (dceu), superhero teamup, director's cut"
580489,Venom: Let There Be Carnage,6.833,9182,506863592,97,tt7097896,en,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",89.985,"Science Fiction, Action, Adventure","Spanish, English","hero, psychopath, superhero, anti hero, villain, based on comic, sequel, creature, fear, aftercreditsstinger, symbiote, carnage, venom character"
641,Requiem for a Dream,8.027,9165,7390108,102,tt0180093,en,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,16.408,"Crime, Drama",English,"drug dealer, corruption, drug abuse, unsociability, degradation, insanity, heroin, drug addiction, junkie, hallucination, speed, diet, orderly, surrealism, illusion, fondling, drug use, grief, drug pusher, marijuana, chain gang, postmodern, drug trade, psychiatrist, drugged, illegal prostitution, gay parent, subculture, bitterness, hatred, industrial music, force feeding, decadence, marijuana joint, boyfriend girlfriend relationship, heroin addict, prescription drug abuse, eating disorder, heroin addiction, voyeurism, brunette, sign languages, shock, narcotics, hospitalization, incarceration, gay theme, lesbian, cautionary tale, methamphetamine, drug addict, moral corruption, psychological drama, split screen"
1402,The Pursuit of Happyness,7.9,9159,307077295,117,tt0454921,en,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,42.153,Drama,"English, Cantonese","work, worker, homeless person, single parent, san francisco, california, bus, homelessness, church service, bad luck, biography, based on true story, salesman, stockbroker, poor"
605,The Matrix Revolutions,6.71,9118,424988211,129,tt0242653,en,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,33.434,"Adventure, Action, Thriller, Science Fiction","English, French","dying and death, rescue, future, mission, man vs machine, underground world, machine town, martial arts, kung fu, hero, dream, fortune teller, artificial intelligence (a.i.), computer, saving the world, flying, temple, computer virus, virtual reality, fight, faith, truth, philosophy, key, killer robot, subway, dystopia, sun, sunlight, precognition, super computer, ying yang, cyberpunk, woman director, action hero, gnosticism"
301528,Toy Story 4,7.5,9093,1073394593,100,tt1979376,en,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",61.083,"Family, Adventure, Animation, Comedy, Fantasy",English,"friendship, cartoon, rescue mission, sequel, buddy, cowboy, duringcreditsstinger, toy comes to life"
950,Ice Age: The Meltdown,6.688,9085,660998756,91,tt0438097,en,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",54.381,"Animation, Family, Comedy, Adventure",English,"mammoth, sloth, ice age, barrier ice, ice melting, iceberg, flooding, deluge, lovers, sequel, saber-toothed tiger"
399566,Godzilla vs. Kong,7.661,9080,470116094,114,tt5034838,en,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",99.005,"Action, Science Fiction, Thriller",English,"giant monster, dinosaur, creature feature, kaiju, sign languages, giant ape, godzilla, monsterverse, robot dinosaur, king kong"
330457,Frozen II,7.272,9060,1450026933,103,tt4520988,en,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",70.221,"Family, Animation, Adventure, Comedy, Fantasy",English,"princess, magic, kingdom, winter, queen, castle, musical, sequel, dam, spirit, frozen, personification, thoughtful, mother daughter relationship, compassionate"
181812,Star Wars: The Rise of Skywalker,6.365,9047,1074144248,142,tt2527338,en,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",89.699,"Adventure, Action, Science Fiction",English,space opera
5915,Into the Wild,7.81,9026,56255142,148,tt0758758,en,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.",30.993,"Adventure, Drama","Danish, English","parent child relationship, self-discovery, camping, wilderness, biography, based on true story, road trip, alaska, journey"
627,Trainspotting,8.0,9017,16491080,94,tt0117951,en,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends -- Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind when Begbie shows up at his front door on the lam, and a scheming Sick Boy follows.",27.042,"Drama, Crime",English,"drug dealer, friendship, london, england, based on novel or book, scotland, heroin, drug addiction, anti hero, junkie, nightclub, cold turkey, dark comedy, edinburgh, scotland, modern society, hallucination, surrealism, monologue, stealing, drug rehabilitation, drug dealing, drugs, schoolgirl, recovering addict, illegal drugs, social realism, drug culture"
36668,X-Men: The Last Stand,6.406,8988,459359555,104,tt0376994,en,"When a cure is found to treat mutations, lines are drawn amongst the X-Men—led by Professor Charles Xavier—and the Brotherhood, a band of powerful mutants organised under Xavier's former ally, Magneto.",1.071,"Adventure, Action, Science Fiction, Thriller",English,"mutant, based on comic, superhuman, beast, cyclops, aftercreditsstinger"
76170,The Wolverine,6.396,8967,415440673,126,tt1430132,en,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",7.797,"Action, Science Fiction, Adventure, Fantasy","English, Japanese","japan, samurai, world war i, superhero, mutant, based on comic, superhuman, duringcreditsstinger"
381284,Hidden Figures,8.058,8958,235956898,127,tt4846340,en,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",70.299,"Drama, History",English,"nasa, mathematics, sexism, biography, racial segregation, racism, historical fiction, scientist, space race, discrimination, 1960s, space program, african american history"
8960,Hancock,6.345,8953,629443428,92,tt0448157,en,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",29.808,"Fantasy, Action","English, Japanese","love of one's life, flying, alcohol, advertising expert, superhero, pokies, forbidden love, lovers, invulnerability, affection, alcoholism, los angeles, california, duringcreditsstinger"
82702,How to Train Your Dragon 2,7.673,8929,621537519,102,tt1646971,en,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",42.798,"Fantasy, Action, Adventure, Animation, Comedy, Family",English,"rescue, husband wife relationship, sacrifice, parent child relationship, loss of loved one, viking, death of father, sequel, dragon, death of husband, warrior, mother son relationship"
10674,Mulan,7.915,8920,304320254,88,tt0120762,en,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",73.011,"Animation, Family, Adventure","English, Mandarin","princess, daughter, china, homeland, villain, musical, sexism, training, cricket, based on true story, female protagonist, dragon, east asian lead, war hero, based on song, poem or rhyme, luck, great wall of china, gender disguise, based on fairy tale, female warrior, hand drawn animation, father daughter relationship, action comedy, woman disguised as man"
110415,Snowpiercer,6.902,8905,86758912,127,tt1706620,ko,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",34.597,"Action, Science Fiction, Drama","English, French, Japanese, Korean","parent child relationship, winter, brothel, child labour, pregnancy, dystopia, allegory, post-apocalyptic future, bridge, hijacking of train, rifle, based on comic, dam, train, based on graphic novel, guilt, revolt, duplicity, tunnel, social class, population control, perpetual winter, city ruin, 2030s"
454626,Sonic the Hedgehog,7.345,8901,319715683,99,tt3794354,en,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",53.708,"Action, Science Fiction, Comedy, Family",English,"friendship, video game, san francisco, california, road trip, cop, based on video game, duringcreditsstinger, bar fight, hedgehog, live action and animation, live action remake, flossing"
602,Independence Day,6.868,8884,817400891,145,tt0116629,en,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",33.606,"Action, Adventure, Science Fiction",English,"spacecraft, showdown, independence, patriotism, countdown, invasion, alien, ufo, extraterrestrial, creature, battle, alien invasion, world domination, area 51, human vs alien, good versus evil"
70,Million Dollar Baby,7.958,8874,216763646,132,tt0405159,en,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",20.717,Drama,"Irish, English","dying and death, transporter, strong woman, stroke of fate, advancement, fight, suicide attempt, boxer, training, tragedy, female protagonist, brutality, boxing trainer, unlikely friendship, female boxing, knockout, euthanasia, determination"
316029,The Greatest Showman,7.908,8844,432844677,105,tt1485796,en,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",33.346,Drama,English,"adultery, circus, musical, biography, rags to riches, based on true story, outcast, singing, dreamer, freak show, grand"
287947,Shazam!,7.034,8840,366080049,132,tt0448115,en,A boy is given the ability to become an adult superhero in times of need with a single magic word.,32.755,"Action, Comedy, Fantasy",English,"philadelphia, pennsylvania, magic, secret identity, superhero, based on comic, wizard, superhuman strength, aftercreditsstinger, duringcreditsstinger, christmas, dc extended universe (dceu), flossing"
9738,Fantastic Four,5.775,8765,333535934,106,tt0120667,en,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",23.572,"Action, Adventure, Fantasy, Science Fiction",English,"mask, friendship, marriage proposal, fire, sibling relationship, flying, radiation, missile, superhero, dna, transformation, based on comic, space, laboratory, explosion, scientist, super power, space station, brooklyn bridge, fantastic four, superhuman strength, invisibility, elasticity"
679,Aliens,7.933,8758,183316455,137,tt0090605,en,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story—all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",49.209,"Action, Thriller, Science Fiction",English,"android, space marine, extraterrestrial technology, spaceman, space travel, settler, colony, cryogenics, vacuum, space colony, warrior woman, alien, space, female protagonist, creature, desolate, female hero, xenomorph, desolate planet, strong female protagonist"
577922,Tenet,7.191,8744,365304105,150,tt6723592,en,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",44.025,"Action, Thriller, Science Fiction","English, Estonian","assassin, espionage, spy, time travel, mumbai (bombay), india, arms dealer, terrorism, terrorist attack, nuclear weapons, terrorist plot, backwards, alternate timeline, oslo, norway, time paradox, kyiv (kiev), ukraine"
515001,Jojo Rabbit,8.042,8724,82468705,108,tt2584384,en,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",22.567,"Comedy, War, Drama","English, German","based on novel or book, world war ii, jew persecution, satire, imaginary friend, hitler youth, gay interest, single mother, nazism, 1940s, child protagonist, adolf hitler, children in wartime"
17654,District 9,7.423,8721,210819611,112,tt1136608,en,"Thirty years ago, aliens arrive on Earth. Not to conquer or give aid, but to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9.",35.709,Science Fiction,"Afrikaans, Chichewa; Nyanja, Sotho, Xhosa, Zulu, English","street gang, government, genetics, slum, mutation, dystopia, transformation, south africa, johannesburg south africa, satire, mockumentary, alien, prawn, alternate history, racism, metamorphosis, xenophobia, internment camp, alien technology, segregation, private military company, based on short film"
4935,Howl's Moving Castle,8.402,8720,236049757,119,tt0347149,ja,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",79.888,"Fantasy, Animation, Adventure",Japanese,"witch, flying, rain, castle, scarecrow, body exchange, hatter, bakery, curse, steampunk, demon, anime, based on young adult novel"
264644,Room,8.033,8684,35401758,118,tt3170832,en,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",17.002,"Drama, Thriller",English,"based on novel or book, escape, isolation, carpet, kidnapping, imprisonment, grandparents, hospital, dog, captive, children's perspectives, skylight, mother son relationship"
772,Home Alone 2: Lost in New York,6.705,8671,358994850,120,tt0104431,en,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.",40.283,"Comedy, Family, Adventure","English, French","new york city, burglar, holiday, family relationships, sequel, slapstick comedy, little boy, home invasion, family, precocious child, home alone, mischievous child, christmas, kids on their own, child rescue"
591,The Da Vinci Code,6.721,8646,767820459,149,tt0382625,en,"A murder in Paris’ Louvre Museum and cryptic clues in some of Leonardo da Vinci’s most famous paintings lead to the discovery of a religious mystery. For 2,000 years a secret society closely guards information that — should it come to light — could rock the very foundations of Christianity.",30.602,"Thriller, Mystery","English, French, Latin, Spanish","paris, france, based on novel or book, holy grail, christianity, monk, secret society, louvre museum, heresy, mona lisa (la gioconda), freemason, pentagram, conspiracy, tomb, catholicism, cryptologist, iconography, albino, sect"
2501,The Bourne Identity,7.463,8618,214034224,119,tt0258463,en,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",31.217,"Action, Drama, Mystery, Thriller","English, French, German, Dutch, Italian","sniper, assassin, amnesia, paris, france, based on novel or book, escape, barcelona, spain, secret identity, passport, mission of murder, lovers, flashback, shootout, foot chase, cell phone, multiple identities, surveillance camera, hamburg, germany, fishing boat, langley virginia, safe deposit box, hand to hand combat, action hero, bourne, jason bourne"
18239,The Twilight Saga: New Moon,6.003,8614,709827462,131,tt1259571,en,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",43.688,"Adventure, Fantasy, Drama, Romance","English, Italian","moon, based on novel or book, vampire, teen movie, werewolf, interspecies romance, based on young adult novel, supernatural power, good versus evil, vampire human love"
568124,Encanto,7.63,8611,253000000,102,tt2953050,en,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",147.124,"Animation, Comedy, Family, Fantasy","Spanish, English","strong woman, magic, sadness, immigration, supernatural, beauty, musical, big family, forest, family secrets, family relationships, flamenco, joy of life, teenage girl, female protagonist, family conflict, helping children, matriarch, colombia"
9741,Unbreakable,7.134,8607,248118121,106,tt0217869,en,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead — and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",23.98,"Thriller, Drama, Mystery",English,"philadelphia, pennsylvania, parent child relationship, marriage crisis, superhero, train accident, invulnerability, super power"
54138,Star Trek Into Darkness,7.328,8589,467365246,132,tt1408101,en,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",35.898,"Action, Adventure, Science Fiction",English,"spacecraft, friendship, sequel, alien, futuristic, space, mysterious force, space opera, terrorist bombing, new beginning"
414906,The Batman,7.705,8584,770945583,177,tt1877830,en,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",100.817,"Crime, Mystery, Thriller",English,"police, psychopath, secret identity, crime fighter, superhero, nightclub, politician, based on comic, vigilante, organized crime, serial killer, millionaire, social injustice, murder investigation, aftercreditsstinger, masked superhero, political corruption, neo-noir, vengeance, mayoral election, the batman saga"
47971,xXx: Return of Xander Cage,6.138,8541,346147658,107,tt1293847,en,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.",60.062,"Action, Adventure, Crime",English,"airplane, tattoo, spy, extreme sports, parachute, secret agent, swimming pool, sequel, back from the dead, dominican republic, free fall"
9487,A Bug's Life,6.969,8541,363258859,95,tt0120623,en,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",58.168,"Adventure, Animation, Comedy, Family",English,"fight, winter, ant-hill, ant, invention, collector, anthropomorphism, grass, duringcreditsstinger"
337404,Cruella,8.055,8507,233503234,134,tt3228774,en,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",77.792,"Comedy, Crime","English, French","1970s, anti hero, villain, punk rock, fashion designer, fashion, origin story, live action remake"
87,Indiana Jones and the Temple of Doom,7.294,8505,333000000,118,tt0087469,en,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",53.304,"Adventure, Action","Mandarin, English, Sinhalese","treasure, skeleton, wind, elephant, heart, riddle, crocodile, bridge, treasure hunt, torture, india, monkey, archaeologist, conveyor belt, child driving car, mine car, rope bridge, splits, adventurer, archeology, 1930s"
13183,Watchmen,7.333,8485,185258983,163,tt0409459,en,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",52.384,"Action, Mystery, Science Fiction",English,"usa president, nuclear war, mass murder, secret identity, narration, soviet union, retirement, based on comic, conspiracy, animated scene, doomsday, masked vigilante, doomsday clock, red square, 1980s"
9479,The Nightmare Before Christmas,7.841,8484,75634409,76,tt0107688,en,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",106.816,"Fantasy, Animation, Family",English,"skeleton, fire, magic, holiday, santa claus, halloween, musical, christmas tree, saving christmas, pumpkin, woods, stop motion, christmas"
566525,Shang-Chi and the Legend of the Ten Rings,7.589,8481,432243292,132,tt9376612,en,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,89.764,"Action, Adventure, Fantasy","English, Mandarin","martial arts, superhero, based on comic, mixed martial arts, east asian lead, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), father son relationship"
399579,Alita: Battle Angel,7.219,8450,404980543,122,tt0437086,en,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",47.667,"Action, Science Fiction, Adventure","English, Spanish","martial arts, bounty hunter, dystopia, extreme sports, superhero, cyberpunk, based on manga, female cyborg, live action remake, floating city, gunnm"
664413,365 Days,7.063,8429,9458590,116,tt10886166,pl,"A woman falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.",32.781,"Romance, Drama","English, French, Italian, Polish","kidnapping, gangster, yacht, nightclub, mansion, prostitution, relationship, softcore, mature, bdsm, rich man poor woman, disturbed, aggressive, abduction, sex, antagonistic, arrogant, disgusted, disrespectful"
124905,Godzilla,6.289,8360,529076069,123,tt0831387,en,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",44.153,"Action, Drama, Science Fiction","English, Japanese, Tagalog","japan, monster, san francisco, california, hawaii, giant monster, tsunami, remake, prehistoric creature, golden gate bridge, dinosaur, kaiju, honolulu, hawaii, disaster movie, global threat, animal horror, godzilla, monsterverse, cliché, excited"
50620,The Twilight Saga: Breaking Dawn - Part 2,6.468,8352,829747654,115,tt1673434,en,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",60.798,"Adventure, Fantasy, Drama, Romance",English,"based on novel or book, vampire, villainess, romance, teen movie, werewolf, supernatural creature, super strength, imprinting, cross breed, bloodsucker, grudge, chief of police, wolf pack, misinformation, seeing the future, based on young adult novel"
423,The Pianist,8.382,8351,120072577,150,tt0253474,en,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",49.528,"Drama, War","English, Polish, German, Russian","concert, nazi, resistance, warsaw ghetto, polish resistance, homeland, holocaust (shoah), hunger, world war ii, prisoner of war, ghetto, deportation, jew persecution, liberation, biography, survival, based on memoir or autobiography, pianist, poland"
564,The Mummy,6.906,8327,415885488,124,tt0120616,en,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,55.481,"Adventure, Action, Fantasy","English, Arabic","egypt, cairo, library, secret passage, pastor, pyramid, sandstorm, solar eclipse, mummy, foreign legion, nile, secret society, treasure hunt, remake, archaeologist, tomb, book of the dead, ancient egypt, opposites attract, 1920s, pharoah, good versus evil"
176,Saw,7.4,8327,103911669,103,tt0387564,en,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",174.783,"Horror, Mystery, Crime",English,"sadism, shotgun, detective, flashback, hospital, doctor, torture, sadist, survival horror, chained, bludgeoning, death match, booby trap, mind game, extreme violence, death game"
318846,The Big Short,7.344,8320,133346506,131,tt1596363,en,The men who made millions from a global economic meltdown.,34.348,"Comedy, Drama",English,"based on novel or book, bank, fraud, wall street, biography, based on true story, finances, animated scene, historical fiction, loan, financial crisis, real estate, mortgage"
810,Shrek the Third,6.287,8318,813367380,93,tt0413267,en,"The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",60.817,"Fantasy, Adventure, Animation, Comedy, Family",English,"ship, island, ambush, kingdom, boarding school, liberation of prisoners, pregnancy, traitor, shipwreck, stage, sadness, transformation, assault, prince, theater play, tricks, heir to the throne, conciliation, sequel, teacher, best friend, dragon, cowardliness, capture, duringcreditsstinger, ogre, cartoon donkey, shrek cinematic universe"
107,Snatch,7.801,8309,83557872,103,tt0208092,en,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",36.73,"Crime, Comedy","English, Russian","robbery, trailer park, england, gypsy, gambling, bare knuckle boxing, slang, antwerp, pig, gangster, boxer, underground fighting, diamond heist, pikey"
138832,We're the Millers,6.814,8306,269994119,110,tt1723121,en,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,32.293,"Comedy, Crime",English,"drug dealer, mexico, drug smuggling, fireworks, camping, denver, colorado, carnival, witness protection, stripper, road trip, breaking the fourth wall, marijuana, drug stealing, man child, drugs, drug lord, first kiss, strip tease, dea, homeless girl, drug syndicate, drug gang, 4th of july, drug money, pretend family, rv"
50619,The Twilight Saga: Breaking Dawn - Part 1,6.201,8228,712171856,117,tt1324999,en,The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.,79.868,"Adventure, Fantasy, Romance","English, Portuguese","based on novel or book, vampire, hybrid, teen movie, werewolf, supernatural creature, dead, duringcreditsstinger, based on young adult novel"
24021,The Twilight Saga: Eclipse,6.214,8226,698491347,124,tt1325004,en,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",55.604,"Adventure, Fantasy, Drama, Romance",English,"based on novel or book, immortality, vampire, bite, graduation, teen movie, werewolf, based on young adult novel, supernatural power, vampire human love"
68724,Elysium,6.499,8224,286140700,109,tt1535108,en,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes, a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",29.224,"Science Fiction, Action, Drama, Thriller",English,"future, dystopia, space station, class conflict"
